client_index,quantity_group,writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
57,small,f1495_32,131,55,105,26,"{""0"": 6, ""1"": 7, ""2"": 4, ""3"": 7, ""4"": 1, ""5"": 4, ""6"": 7, ""7"": 6, ""8"": 8, ""9"": 5, ""10"": 3, ""11"": 1, ""12"": 3, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 6, ""23"": 1, ""24"": 2, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 2, ""30"": 4, ""31"": 1, ""32"": 1, ""34"": 1, ""36"": 3, ""37"": 1, ""39"": 1, ""40"": 7, ""41"": 1, ""42"": 1, ""43"": 3, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 3, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 5, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
58,small,f1503_02,128,46,102,26,"{""0"": 10, ""1"": 12, ""2"": 9, ""3"": 9, ""4"": 7, ""5"": 7, ""6"": 9, ""7"": 11, ""8"": 8, ""9"": 9, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 2, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""51"": 1, ""53"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
59,small,f1508_14,133,50,106,27,"{""0"": 11, ""1"": 11, ""2"": 8, ""3"": 13, ""4"": 9, ""5"": 5, ""6"": 8, ""7"": 11, ""8"": 9, ""9"": 8, ""10"": 1, ""11"": 1, ""13"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""61"": 1}"
60,small,f1531_34,133,41,106,27,"{""0"": 12, ""1"": 15, ""2"": 7, ""3"": 7, ""4"": 11, ""5"": 11, ""6"": 7, ""7"": 11, ""8"": 11, ""9"": 10, ""10"": 1, ""12"": 1, ""15"": 1, ""16"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""49"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
61,small,f1549_10,126,49,101,25,"{""0"": 7, ""1"": 12, ""2"": 10, ""3"": 9, ""4"": 7, ""5"": 6, ""6"": 10, ""7"": 12, ""8"": 7, ""9"": 5, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""44"": 1, ""46"": 1, ""47"": 3, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1}"
62,small,f1570_40,128,31,102,26,"{""0"": 10, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 9, ""5"": 8, ""6"": 7, ""7"": 11, ""8"": 13, ""9"": 10, ""10"": 1, ""11"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1}"
63,small,f1573_06,126,58,101,25,"{""0"": 8, ""1"": 11, ""2"": 9, ""3"": 5, ""4"": 6, ""5"": 1, ""6"": 6, ""7"": 10, ""8"": 11, ""9"": 11, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
64,small,f1580_14,128,42,102,26,"{""0"": 12, ""1"": 13, ""2"": 11, ""3"": 6, ""4"": 6, ""5"": 10, ""6"": 8, ""7"": 12, ""8"": 7, ""9"": 10, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""21"": 1, ""22"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""33"": 1, ""34"": 1, ""36"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
65,small,f1636_00,133,41,106,27,"{""0"": 11, ""1"": 12, ""2"": 8, ""3"": 12, ""4"": 11, ""5"": 8, ""6"": 11, ""7"": 10, ""8"": 8, ""9"": 10, ""12"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""21"": 1, ""22"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""40"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""59"": 1}"
66,small,f1672_35,129,51,103,26,"{""0"": 11, ""1"": 11, ""2"": 10, ""3"": 8, ""4"": 5, ""5"": 3, ""6"": 8, ""7"": 11, ""8"": 9, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 2, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
67,small,f1687_40,132,48,106,26,"{""0"": 10, ""1"": 13, ""2"": 10, ""3"": 10, ""4"": 11, ""5"": 6, ""6"": 9, ""7"": 10, ""8"": 6, ""9"": 9, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
68,small,f1743_33,129,55,103,26,"{""0"": 13, ""1"": 10, ""2"": 9, ""3"": 9, ""4"": 6, ""5"": 6, ""6"": 8, ""7"": 5, ""8"": 10, ""9"": 8, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
69,small,f1747_44,130,43,104,26,"{""0"": 10, ""1"": 13, ""2"": 12, ""3"": 10, ""4"": 6, ""5"": 6, ""6"": 10, ""7"": 9, ""8"": 11, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""48"": 1, ""49"": 1, ""51"": 1, ""53"": 1, ""58"": 1}"
70,small,f1759_19,128,52,102,26,"{""0"": 10, ""1"": 13, ""2"": 10, ""3"": 5, ""4"": 8, ""5"": 6, ""6"": 7, ""7"": 12, ""8"": 5, ""9"": 10, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
71,small,f1771_46,128,33,102,26,"{""0"": 12, ""1"": 12, ""2"": 8, ""3"": 12, ""4"": 11, ""5"": 10, ""6"": 8, ""7"": 9, ""8"": 12, ""9"": 11, ""13"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""23"": 1, ""25"": 1, ""28"": 1, ""29"": 1, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""41"": 1, ""44"": 1, ""45"": 1, ""48"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1}"
72,small,f1780_04,125,52,100,25,"{""0"": 10, ""1"": 8, ""2"": 10, ""3"": 9, ""4"": 5, ""5"": 3, ""6"": 8, ""7"": 9, ""8"": 10, ""9"": 11, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
73,small,f1782_05,132,37,106,26,"{""0"": 11, ""1"": 13, ""2"": 9, ""3"": 12, ""4"": 10, ""5"": 9, ""6"": 10, ""7"": 12, ""8"": 9, ""9"": 10, ""14"": 1, ""16"": 1, ""17"": 1, ""20"": 1, ""21"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""33"": 1, ""34"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""49"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
74,small,f1786_08,125,50,100,25,"{""0"": 9, ""1"": 8, ""2"": 8, ""3"": 7, ""4"": 9, ""5"": 8, ""6"": 10, ""7"": 9, ""8"": 8, ""9"": 9, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
75,small,f1789_37,128,15,102,26,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 11, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 11, ""10"": 1, ""14"": 1, ""19"": 1, ""21"": 1, ""24"": 1}"
76,small,f1793_33,129,46,103,26,"{""0"": 10, ""1"": 13, ""2"": 8, ""3"": 12, ""4"": 8, ""5"": 5, ""6"": 8, ""7"": 9, ""8"": 9, ""9"": 10, ""12"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""49"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
77,small,f1794_07,129,45,103,26,"{""0"": 12, ""1"": 10, ""2"": 8, ""3"": 9, ""4"": 10, ""5"": 7, ""6"": 9, ""7"": 10, ""8"": 9, ""9"": 10, ""11"": 1, ""12"": 1, ""13"": 1, ""16"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""54"": 1, ""55"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
78,small,f1808_13,129,43,103,26,"{""0"": 11, ""1"": 9, ""2"": 12, ""3"": 8, ""4"": 11, ""5"": 5, ""6"": 11, ""7"": 10, ""8"": 8, ""9"": 10, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""43"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
79,small,f1829_17,127,47,102,25,"{""0"": 12, ""1"": 11, ""2"": 5, ""3"": 9, ""4"": 12, ""5"": 8, ""6"": 7, ""7"": 12, ""8"": 7, ""9"": 7, ""12"": 1, ""13"": 1, ""16"": 1, ""17"": 1, ""20"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
80,small,f1860_06,133,41,106,27,"{""0"": 10, ""1"": 13, ""2"": 12, ""3"": 10, ""4"": 9, ""5"": 9, ""6"": 9, ""7"": 12, ""8"": 8, ""9"": 8, ""10"": 1, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""39"": 1, ""43"": 1, ""44"": 3, ""46"": 1, ""47"": 1, ""50"": 1, ""53"": 1, ""59"": 1, ""61"": 1}"
81,small,f1868_06,130,50,104,26,"{""0"": 13, ""1"": 9, ""2"": 8, ""3"": 7, ""4"": 7, ""5"": 9, ""6"": 9, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""42"": 1, ""43"": 1, ""44"": 3, ""47"": 2, ""48"": 1, ""50"": 1, ""51"": 2, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
82,small,f1876_22,127,47,102,25,"{""0"": 10, ""1"": 8, ""2"": 8, ""3"": 10, ""4"": 6, ""5"": 5, ""6"": 10, ""7"": 10, ""8"": 12, ""9"": 11, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""35"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""44"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
83,small,f1898_09,129,54,103,26,"{""0"": 12, ""1"": 10, ""2"": 8, ""3"": 8, ""4"": 10, ""5"": 4, ""6"": 9, ""7"": 12, ""8"": 4, ""9"": 8, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
84,small,f1915_00,129,60,103,26,"{""0"": 9, ""1"": 8, ""2"": 7, ""3"": 10, ""4"": 8, ""5"": 3, ""6"": 7, ""7"": 10, ""8"": 9, ""9"": 8, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
85,small,f1928_20,130,49,104,26,"{""0"": 12, ""1"": 11, ""2"": 6, ""3"": 8, ""4"": 9, ""5"": 9, ""6"": 10, ""7"": 9, ""8"": 9, ""9"": 6, ""11"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""25"": 2, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 2, ""61"": 1}"
86,small,f1958_33,131,46,105,26,"{""0"": 12, ""1"": 10, ""2"": 13, ""3"": 11, ""4"": 6, ""5"": 4, ""6"": 9, ""7"": 9, ""8"": 9, ""9"": 12, ""17"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""34"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
87,small,f1966_31,129,48,103,26,"{""0"": 8, ""1"": 13, ""2"": 11, ""3"": 9, ""4"": 5, ""5"": 8, ""6"": 7, ""7"": 7, ""8"": 10, ""9"": 10, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 3, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""61"": 1}"
88,small,f1975_00,127,35,102,25,"{""0"": 11, ""1"": 12, ""2"": 8, ""3"": 9, ""4"": 10, ""5"": 7, ""6"": 11, ""7"": 13, ""8"": 11, ""9"": 9, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""23"": 1, ""24"": 1, ""27"": 1, ""31"": 1, ""33"": 1, ""35"": 1, ""36"": 2, ""37"": 1, ""41"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""54"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
89,small,f1982_16,125,49,100,25,"{""0"": 6, ""1"": 12, ""2"": 10, ""3"": 9, ""4"": 6, ""5"": 7, ""6"": 7, ""7"": 10, ""8"": 10, ""9"": 9, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
90,small,f2005_01,133,36,106,27,"{""0"": 10, ""1"": 11, ""2"": 11, ""3"": 13, ""4"": 12, ""5"": 8, ""6"": 11, ""7"": 10, ""8"": 9, ""9"": 12, ""11"": 1, ""12"": 1, ""17"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""26"": 1, ""32"": 1, ""33"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1}"
91,small,f2031_31,128,36,102,26,"{""0"": 13, ""1"": 12, ""2"": 10, ""3"": 7, ""4"": 11, ""5"": 7, ""6"": 12, ""7"": 11, ""8"": 10, ""9"": 9, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
92,small,f2145_89,129,41,103,26,"{""0"": 8, ""1"": 11, ""2"": 12, ""3"": 6, ""4"": 10, ""5"": 10, ""6"": 9, ""7"": 12, ""8"": 7, ""9"": 11, ""10"": 1, ""11"": 1, ""13"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""36"": 2, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 2, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""54"": 1, ""56"": 1, ""58"": 1, ""59"": 1}"
