client_index,quantity_group,writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
58,small,f1432_44,103,34,82,21,"{""0"": 3, ""1"": 1, ""2"": 3, ""3"": 2, ""4"": 3, ""6"": 1, ""8"": 1, ""11"": 1, ""12"": 2, ""13"": 1, ""14"": 1, ""15"": 3, ""16"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 5, ""23"": 1, ""24"": 16, ""25"": 1, ""26"": 1, ""28"": 4, ""29"": 15, ""30"": 3, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 2, ""39"": 2, ""40"": 8, ""49"": 2, ""53"": 11}"
59,small,f1542_30,103,10,82,21,"{""0"": 8, ""1"": 12, ""2"": 11, ""3"": 10, ""4"": 8, ""5"": 12, ""6"": 12, ""7"": 10, ""8"": 9, ""9"": 11}"
60,small,f1556_19,67,44,54,13,"{""0"": 8, ""1"": 7, ""2"": 2, ""3"": 1, ""4"": 2, ""5"": 3, ""6"": 4, ""7"": 2, ""8"": 2, ""9"": 2, ""16"": 1, ""17"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""33"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
61,small,f1576_04,103,51,82,21,"{""0"": 8, ""1"": 7, ""2"": 4, ""3"": 4, ""4"": 6, ""5"": 6, ""6"": 6, ""7"": 6, ""8"": 7, ""9"": 8, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
62,small,f1598_49,92,45,74,18,"{""0"": 6, ""1"": 6, ""2"": 4, ""3"": 9, ""4"": 4, ""5"": 3, ""6"": 4, ""7"": 7, ""8"": 8, ""9"": 6, ""12"": 1, ""14"": 1, ""17"": 1, ""18"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""37"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
63,small,f1621_46,102,31,82,20,"{""0"": 8, ""1"": 10, ""2"": 10, ""3"": 9, ""4"": 5, ""5"": 3, ""6"": 9, ""7"": 9, ""8"": 10, ""9"": 8, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""32"": 1, ""33"": 1}"
64,small,f1675_40,100,41,80,20,"{""0"": 5, ""1"": 7, ""2"": 9, ""3"": 8, ""4"": 6, ""5"": 7, ""6"": 10, ""7"": 7, ""8"": 7, ""9"": 3, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""49"": 1, ""55"": 1, ""59"": 1}"
65,small,f1723_34,51,51,41,10,"{""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
66,small,f1725_33,24,24,19,5,"{""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
67,small,f1726_01,39,39,31,8,"{""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""44"": 1, ""46"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
68,small,f1727_36,18,18,14,4,"{""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""34"": 1, ""35"": 1}"
69,small,f1731_34,87,37,70,17,"{""0"": 10, ""1"": 12, ""2"": 4, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 6, ""7"": 10, ""8"": 8, ""9"": 7, ""12"": 1, ""13"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""24"": 1, ""29"": 1, ""30"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""54"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
70,small,f1733_23,102,24,82,20,"{""0"": 12, ""1"": 12, ""2"": 10, ""3"": 10, ""4"": 7, ""5"": 2, ""6"": 8, ""7"": 10, ""8"": 5, ""9"": 11, ""11"": 1, ""13"": 1, ""16"": 1, ""18"": 2, ""20"": 1, ""21"": 1, ""23"": 1, ""26"": 1, ""27"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1}"
71,small,f1749_23,86,44,69,17,"{""0"": 6, ""1"": 10, ""2"": 5, ""3"": 9, ""4"": 4, ""5"": 2, ""6"": 7, ""7"": 5, ""8"": 3, ""9"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""23"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""50"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
72,small,f1756_07,67,42,54,13,"{""0"": 3, ""1"": 7, ""2"": 3, ""3"": 3, ""4"": 2, ""6"": 3, ""7"": 5, ""8"": 3, ""9"": 2, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""33"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 2, ""43"": 1, ""44"": 1, ""47"": 2, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""57"": 1, ""58"": 2, ""59"": 1, ""61"": 1}"
73,small,f1767_34,50,22,40,10,"{""0"": 4, ""1"": 9, ""3"": 2, ""4"": 4, ""6"": 3, ""7"": 8, ""8"": 2, ""9"": 4, ""12"": 1, ""13"": 1, ""16"": 1, ""17"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""34"": 1, ""35"": 1}"
74,small,f1783_34,103,38,82,21,"{""0"": 8, ""1"": 11, ""2"": 11, ""3"": 7, ""4"": 5, ""5"": 7, ""6"": 7, ""7"": 5, ""8"": 7, ""9"": 7, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""31"": 1, ""35"": 1, ""38"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""51"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
75,small,f1831_15,97,53,78,19,"{""0"": 6, ""1"": 10, ""2"": 6, ""3"": 7, ""4"": 5, ""5"": 4, ""6"": 3, ""7"": 3, ""8"": 4, ""9"": 4, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""21"": 1, ""22"": 1, ""23"": 2, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 2, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
76,small,f1854_17,99,52,79,20,"{""0"": 6, ""1"": 6, ""2"": 3, ""3"": 10, ""4"": 2, ""5"": 2, ""6"": 9, ""7"": 9, ""8"": 6, ""9"": 4, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
77,small,f1923_42,100,52,80,20,"{""0"": 6, ""1"": 6, ""2"": 7, ""3"": 6, ""4"": 6, ""5"": 5, ""6"": 4, ""7"": 6, ""8"": 6, ""9"": 6, ""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
78,small,f1931_49,95,48,76,19,"{""0"": 6, ""1"": 7, ""2"": 7, ""3"": 5, ""4"": 6, ""5"": 4, ""6"": 7, ""7"": 5, ""8"": 7, ""9"": 3, ""10"": 1, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""38"": 1, ""39"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
79,small,f1965_23,30,9,24,6,"{""0"": 2, ""1"": 6, ""2"": 4, ""3"": 6, ""5"": 2, ""6"": 2, ""7"": 5, ""8"": 2, ""9"": 1}"
80,small,f1969_24,51,51,41,10,"{""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
81,small,f1974_21,49,48,39,10,"{""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 2, ""61"": 1}"
82,small,f1977_23,79,27,63,16,"{""0"": 6, ""1"": 13, ""2"": 7, ""3"": 9, ""4"": 5, ""5"": 6, ""6"": 7, ""7"": 3, ""8"": 4, ""9"": 2, ""37"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""59"": 1}"
83,small,f1984_28,49,49,39,10,"{""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
84,small,f1990_33,46,46,37,9,"{""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
85,small,f1992_08,46,45,37,9,"{""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 2, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
86,small,f1995_29,43,42,34,9,"{""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""61"": 1}"
87,small,f2027_41,33,24,26,7,"{""1"": 3, ""2"": 4, ""3"": 2, ""4"": 1, ""5"": 3, ""9"": 2, ""16"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""22"": 1, ""26"": 1, ""28"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""38"": 1, ""40"": 1, ""46"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""57"": 1, ""61"": 1}"
88,small,f2044_20,41,41,33,8,"{""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""35"": 1, ""37"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""61"": 1}"
89,small,f2046_26,40,40,32,8,"{""11"": 1, ""13"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
90,small,f2067_38,72,31,58,14,"{""0"": 6, ""1"": 7, ""2"": 5, ""3"": 7, ""4"": 5, ""5"": 5, ""6"": 2, ""7"": 4, ""8"": 4, ""9"": 6, ""12"": 1, ""14"": 1, ""15"": 1, ""18"": 1, ""25"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""44"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
91,small,f2097_31,91,36,73,18,"{""0"": 6, ""1"": 13, ""2"": 10, ""3"": 4, ""4"": 7, ""5"": 3, ""6"": 2, ""7"": 7, ""8"": 6, ""9"": 6, ""10"": 1, ""13"": 1, ""14"": 1, ""17"": 1, ""19"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""29"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""36"": 1, ""38"": 1, ""41"": 1, ""44"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""53"": 1, ""54"": 1, ""56"": 2, ""57"": 1, ""59"": 1, ""61"": 1}"
92,small,f2105_51,102,45,82,20,"{""0"": 7, ""1"": 12, ""2"": 10, ""3"": 4, ""4"": 5, ""5"": 3, ""6"": 7, ""7"": 8, ""8"": 3, ""9"": 4, ""13"": 1, ""14"": 1, ""17"": 1, ""19"": 1, ""21"": 1, ""23"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""41"": 1, ""42"": 2, ""43"": 1, ""46"": 1, ""47"": 3, ""48"": 1, ""49"": 1, ""50"": 2, ""51"": 1, ""54"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
93,small,f2504_69,90,32,72,18,"{""0"": 5, ""1"": 14, ""2"": 6, ""3"": 5, ""4"": 6, ""5"": 2, ""6"": 4, ""7"": 10, ""8"": 3, ""9"": 9, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""33"": 1, ""36"": 1, ""37"": 1, ""41"": 1, ""46"": 1, ""47"": 3, ""49"": 2, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
94,small,f3642_03,98,35,78,20,"{""0"": 2, ""1"": 13, ""2"": 12, ""3"": 3, ""4"": 6, ""5"": 8, ""6"": 2, ""7"": 13, ""8"": 3, ""9"": 10, ""12"": 1, ""14"": 1, ""15"": 1, ""18"": 2, ""21"": 1, ""23"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
95,small,f3696_44,102,55,82,20,"{""0"": 9, ""1"": 20, ""2"": 3, ""3"": 2, ""4"": 4, ""5"": 4, ""6"": 5, ""7"": 3, ""8"": 5, ""9"": 2, ""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
96,small,f3704_45,92,44,74,18,"{""0"": 5, ""1"": 10, ""2"": 7, ""3"": 6, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 8, ""8"": 4, ""9"": 5, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""31"": 1, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 2, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""43"": 1, ""44"": 1, ""46"": 2, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 2, ""51"": 1, ""52"": 1, ""55"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
97,small,f3797_07,103,29,82,21,"{""0"": 10, ""1"": 17, ""2"": 7, ""3"": 3, ""4"": 11, ""5"": 7, ""6"": 5, ""7"": 8, ""8"": 9, ""9"": 2, ""12"": 3, ""14"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 3, ""25"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""38"": 1, ""43"": 1, ""44"": 1, ""55"": 1, ""56"": 1, ""59"": 1}"
98,small,f3901_45,94,23,75,19,"{""0"": 9, ""1"": 12, ""2"": 7, ""3"": 9, ""4"": 6, ""5"": 3, ""6"": 7, ""7"": 9, ""8"": 6, ""9"": 9, ""12"": 2, ""18"": 4, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""32"": 1, ""34"": 1, ""35"": 1}"
99,small,f4043_08,77,26,62,15,"{""0"": 3, ""1"": 9, ""2"": 6, ""3"": 4, ""4"": 6, ""5"": 8, ""6"": 4, ""7"": 9, ""8"": 4, ""9"": 6, ""10"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""31"": 2, ""33"": 1, ""34"": 1, ""35"": 1, ""47"": 1}"
